,id,replyCount,likeCount,publishedAt,authorName,text,authorChannelId,authorChannelUrl,isReply,isReplyTo,isReplyToName,text_emotion
3457,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JWLRoP1zKD,,2,2016-10-02 02:48:12,Slytherin's heir,+113628414861947348282 I know right? I keep explaining to people the same thing.,UCuS4cvT4icjA41OKom2g37Q,http://www.youtube.com/channel/UCuS4cvT4icjA41OKom2g37Q,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,0.0
3458,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JWKqYG-Fs_,,17,2016-10-02 02:42:59,Kylie Rhiannon,K I already explained this to someone else but. This is NOT about Harry Potter. This was before he was even born. It's about a wizard named Newt Scamander. He wrote one of the Hogwarts textbooks and there are references to him throughout the books. This is in no way a version of Harry Potter. It's a spin-off set in the same universe.,UCRfMDXY4j4fOFGtyPoGZQmQ,http://www.youtube.com/channel/UCRfMDXY4j4fOFGtyPoGZQmQ,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,-0.4215
3459,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JVXlFd43wq,,13,2016-10-01 19:16:37,Makkaru112,"+Jami Christine - Please, do more research before speaking. Specially if you're not already a fan of JK's work and the universe that the events of HP also took place.. In this universe alone she's written alot of in depth things that would blow your mind! Also, I can say that, again, the book and other literature from her on fantastic beasts is much better than the film. That's usually the case though.. Still, I will enjoy the movie for sure.",UCA44W8rsV3su10x-wlDRQVQ,http://www.youtube.com/channel/UCA44W8rsV3su10x-wlDRQVQ,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,0.8917
3460,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JVXPwjitmp,,11,2016-10-01 19:13:34,Makkaru112,So many just seem to never get this.. lol..,UCA44W8rsV3su10x-wlDRQVQ,http://www.youtube.com/channel/UCA44W8rsV3su10x-wlDRQVQ,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,0.0
3461,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JV774nyDhN,,40,2016-10-01 15:23:48,TsukiNaito1,It's not a version of Harry Potter. It just takes place in the same universe.,UCA4Gubl9N2MHzgI1EJV2U_A,http://www.youtube.com/channel/UCA4Gubl9N2MHzgI1EJV2U_A,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,0.0
3462,Ugiyn8SHUyIP8ngCoAEC.8JTWfOtTxL28JTXIVBLGtb,,1,2016-10-01 00:34:04,Known Scone,"Michael Bay mixed with Harry Potter's universe (But in a culturally different place, America)",UCHES_uRgXA9ffTEZ4UqR0Tg,http://www.youtube.com/channel/UCHES_uRgXA9ffTEZ4UqR0Tg,1,Ugiyn8SHUyIP8ngCoAEC,Jami Christine,0.0
3463,UghJU9wzH0cf0ngCoAEC,0.0,1,2016-10-01 00:18:14,Andrea Rico2,yaaaaaaaaaas.,UCwC9KMvnDHshwY8aVCAE1yA,http://www.youtube.com/channel/UCwC9KMvnDHshwY8aVCAE1yA,0,,,0.0
3464,UgjLRbath-f6SXgCoAEC,0.0,1,2016-10-01 00:18:04,Hoolimooli YT,"Harry Potter related + Eddie Redmayne = Oh, what a time to be alive! 😄👏",UC_NivYGfqITmqFhes7O6hSA,http://www.youtube.com/channel/UC_NivYGfqITmqFhes7O6hSA,0,,,0.4389
3465,UgjMFiWT0x9K4XgCoAEC,0.0,0,2016-10-01 00:06:50,miqey,EZZZZRRRAAAA MILLLERRR,UCIiNfAFrBQrWzb8PSYVbOLA,http://www.youtube.com/channel/UCIiNfAFrBQrWzb8PSYVbOLA,0,,,0.0
3466,UgjfTKcDAkYhl3gCoAEC,0.0,1,2016-10-01 00:06:13,Danilson Alfama,Nice movie,UC40LmPSKWtFU0NrTaO-iY6A,http://www.youtube.com/channel/UC40LmPSKWtFU0NrTaO-iY6A,0,,,0.4215
3467,Ugh2WBcwsMLqOngCoAEC,0.0,0,2016-10-01 00:04:51,Baker's Bread,"why would wizard ever live in the shadows? if this isn&#39;t a new thing that wizards exist, why wouldn&#39;t they have taken over the world in the first place",UC-pSvP3OYWyNyfWMyE32JZA,http://www.youtube.com/channel/UC-pSvP3OYWyNyfWMyE32JZA,0,,,0.0
3468,UghvgndR2jkQuHgCoAEC,0.0,0,2016-09-30 23:59:17,Nayan D'Souza,"Dear Warner brothers,<br />Can you make a Warriors book adaption,<br />Thanks,",UCssiYVwaHN41qbml3lnFr4Q,http://www.youtube.com/channel/UCssiYVwaHN41qbml3lnFr4Q,0,,,0.3818
3469,UgiLkeu8EKTgVngCoAEC,0.0,0,2016-09-30 23:51:22,Primhalofan,HELL YEAH,UCjiUtnv9HIaNRWWAqT3MUug,http://www.youtube.com/channel/UCjiUtnv9HIaNRWWAqT3MUug,0,,,-0.5267
3470,UgjOlsIgCJpqcHgCoAEC,4.0,2,2016-09-30 23:40:05,Yogie,Anyone else recognize the Harry Potter theme at the end? Lol all they did was slow it down a bit. Seems lazy...,UCdNpForwoF_5GWd6A4r_CNg,http://www.youtube.com/channel/UCdNpForwoF_5GWd6A4r_CNg,0,,,0.4215
3471,UgjOlsIgCJpqcHgCoAEC.8JTR74tZlMi8JTkldOS6aY,,0,2016-10-01 02:40:31,Yogie,"Good call i guess i only noticed at the end. Pretty sure that ""goblin person"" is Ron Pearlman too! Awesome!",UCdNpForwoF_5GWd6A4r_CNg,http://www.youtube.com/channel/UCdNpForwoF_5GWd6A4r_CNg,1,UgjOlsIgCJpqcHgCoAEC,Yogie,0.9199
3472,UgjOlsIgCJpqcHgCoAEC.8JTR74tZlMi8JTjVsdNKZQ,,0,2016-10-01 02:29:29,LEGO Motion Studios,"Yogie The theme is throughout the whole trailer, like when Jacob punched that goblin person.",UC37zCoHzSjPYeV_gK_IJigQ,http://www.youtube.com/channel/UC37zCoHzSjPYeV_gK_IJigQ,1,UgjOlsIgCJpqcHgCoAEC,Yogie,0.3612
3473,UgjOlsIgCJpqcHgCoAEC.8JTR74tZlMi8JTYeh_JQIg,,1,2016-10-01 00:45:59,Yogie,So i Googled it and you are right apparently this takes place in the Harry Potter universe 70 years before he goes to Hogwarts. But i think youre wrong about the song. It's the exact same melody just slowed down a bit which makes sense i guess. Listen to the original and you'll see.,UCdNpForwoF_5GWd6A4r_CNg,http://www.youtube.com/channel/UCdNpForwoF_5GWd6A4r_CNg,1,UgjOlsIgCJpqcHgCoAEC,Yogie,-0.2023
3474,UgjOlsIgCJpqcHgCoAEC.8JTR74tZlMi8JTXgNgGw23,,2,2016-10-01 00:37:28,TysonPlaysPokemon,"Yogie this IS a Harry Potter film. And it's not a slowed down version, yes it sounds like the theme, but it's most likely a variation of it.",UCDxw0eg3aV47rKyII7IEf9w,http://www.youtube.com/channel/UCDxw0eg3aV47rKyII7IEf9w,1,UgjOlsIgCJpqcHgCoAEC,Yogie,0.3818
3475,Ugixn9Geh7P2R3gCoAEC,0.0,1,2016-09-30 23:32:49,Bryn N.,IM FANGIRLING TO DEATH!,UCNhAWQlmi-ySg-eN8vlwgqQ,http://www.youtube.com/channel/UCNhAWQlmi-ySg-eN8vlwgqQ,0,,,-0.636
3476,Ugi4sYWoLz1zrngCoAEC,3.0,188,2016-09-30 23:32:25,Plzdontattack,get em Stephen hawking! with physics,UCJQMBYKUl_H7zIrFi3v555Q,http://www.youtube.com/channel/UCJQMBYKUl_H7zIrFi3v555Q,0,,,0.0
3477,Ugi4sYWoLz1zrngCoAEC.8JTQEvIkH2c8LKqeW2xrSQ,,0,2016-11-16 08:41:36,M3t4PhYzX,"Well.. his character's name in this movie is Newton, so.. Maybe he will!",UCbNS9T6VDw5F8fxLDAo3nOw,http://www.youtube.com/channel/UCbNS9T6VDw5F8fxLDAo3nOw,1,Ugi4sYWoLz1zrngCoAEC,Plzdontattack,0.0
3478,Ugi4sYWoLz1zrngCoAEC.8JTQEvIkH2c8JW2IWuhrm8,,9,2016-10-02 00:00:55,William Hayward - Painter,Get up out of your chair!,UCewNA7pCC5KAvoLB_U_C6Iw,http://www.youtube.com/channel/UCewNA7pCC5KAvoLB_U_C6Iw,1,Ugi4sYWoLz1zrngCoAEC,Plzdontattack,0.0
3479,Ugi4sYWoLz1zrngCoAEC.8JTQEvIkH2c8JTjg81JJJB,,29,2016-10-01 02:31:02,LEGO Motion Studios,Plzdontattack Stephens wife is going to space to fight the Empire. It's gonna be a great season for movies,UC37zCoHzSjPYeV_gK_IJigQ,http://www.youtube.com/channel/UC37zCoHzSjPYeV_gK_IJigQ,1,Ugi4sYWoLz1zrngCoAEC,Plzdontattack,0.3612
3480,UgiQCqAXiLdWH3gCoAEC,0.0,0,2016-09-30 23:31:48,Reavstone21,Awesome,UCft7QxTPZkD9wCRO1j3c_jA,http://www.youtube.com/channel/UCft7QxTPZkD9wCRO1j3c_jA,0,,,0.6249
3481,UgiWUkKes9f_XHgCoAEC,0.0,0,2016-09-30 23:27:17,biscuit,that looks awful,UC-Ffwg3Ti3-jT4QzZE5Pe_A,http://www.youtube.com/channel/UC-Ffwg3Ti3-jT4QzZE5Pe_A,0,,,-0.4588
3482,UghuD_NmtPAclHgCoAEC,0.0,0,2016-09-30 23:26:27,Dr. Trousers,Hairy Potty? were yu art?,UCiDAyhq2U5C_a8RRgDNeyMg,http://www.youtube.com/channel/UCiDAyhq2U5C_a8RRgDNeyMg,0,,,0.0
3483,UgjyNZzA-9wQJngCoAEC,0.0,0,2016-09-30 23:15:11,Ricky Marasigan,"Okay, where do I give you my money?",UC7zOGLLf9FYTFuLokcS8U6g,http://www.youtube.com/channel/UC7zOGLLf9FYTFuLokcS8U6g,0,,,0.2263
3484,UgixzzTvjSuS1ngCoAEC,0.0,0,2016-09-30 23:07:44,Ray T.,Sooooo freakinnnnn HYPED,UC24ty-T71qiTXocyPH3trdg,http://www.youtube.com/channel/UC24ty-T71qiTXocyPH3trdg,0,,,0.0
3485,Ugh9YptIHG5iRngCoAEC,2.0,1,2016-09-30 23:03:44,Juan Lamilla,"I&#39;ve never seen the Harry Potter films or read the books, and although I might someday if I can find the time, do you guys think I would need to have seen the movies/books (or understand the hp universe) to enjoy this movie? Or can I watch it just by itself?",UCnfgf9gbv7GncliGF8iCkaQ,http://www.youtube.com/channel/UCnfgf9gbv7GncliGF8iCkaQ,0,,,0.5514
3486,Ugh9YptIHG5iRngCoAEC.8JTMxml-qPi8JV7XA8HoP1,,1,2016-10-01 15:27:22,TsukiNaito1,I would say probably no. This is set in a completely different country and time period from the original series. It's just in the same universe. But... MAKE TIME TO READ THE BOOKS/SEE THE MOVIES THEY WILL CHANGE YOUR LIFE!,UCA4Gubl9N2MHzgI1EJV2U_A,http://www.youtube.com/channel/UCA4Gubl9N2MHzgI1EJV2U_A,1,Ugh9YptIHG5iRngCoAEC,Juan Lamilla,0.1007
3487,Ugh9YptIHG5iRngCoAEC.8JTMxml-qPi8JTXTRMHA6i,,0,2016-10-01 00:35:34,Known Scone,"By itself, I bet there will be references of course. Just remember, these will probably be drastically different a movie (movies?) probably.",UCHES_uRgXA9ffTEZ4UqR0Tg,http://www.youtube.com/channel/UCHES_uRgXA9ffTEZ4UqR0Tg,1,Ugh9YptIHG5iRngCoAEC,Juan Lamilla,0.0
3488,UghaOVq5ZQU4mngCoAEC,0.0,1,2016-09-30 22:50:33,Kevin Barraza,Can&#39;t wait,UCi644cds1jOJll3pbsfuDPA,http://www.youtube.com/channel/UCi644cds1jOJll3pbsfuDPA,0,,,0.0
3489,UghNaeT46ozbzngCoAEC,0.0,0,2016-09-30 22:45:27,Jacob Simm,Matt Smith playing the main character <br />anyone? <br /><br />OK just me,UCy3XKOfSIQrV8J8i-J6jPxQ,http://www.youtube.com/channel/UCy3XKOfSIQrV8J8i-J6jPxQ,0,,,0.2023
3490,UggjDXiWbOXaAngCoAEC,0.0,0,2016-09-30 22:32:43,Jesus Ayala,I&#39;m stoked 😲,UCaNZfT5lL2Ji8EyO0PtxTkQ,http://www.youtube.com/channel/UCaNZfT5lL2Ji8EyO0PtxTkQ,0,,,0.0
3491,Ugg11IRNcdk9CXgCoAEC,0.0,0,2016-09-30 22:23:15,Scare Riz,"I did not understand one thing, what is the plot?!",UC261Or3CBs7PCMLghOO9gCw,http://www.youtube.com/channel/UC261Or3CBs7PCMLghOO9gCw,0,,,0.0
3492,UghG-PGnD6GcrHgCoAEC,0.0,0,2016-09-30 22:22:30,Andres Fernandez,This is before Harry Potter right ?,UCz2FThCtpfB2edBoei8xpoQ,http://www.youtube.com/channel/UCz2FThCtpfB2edBoei8xpoQ,0,,,0.0
3493,Ugg8IbIfrpD6YngCoAEC,0.0,0,2016-09-30 22:21:52,Sinisa Balen,"Most people should look no further but inside themselves-that&#39;s where beasts are. Mine was homosexuality and I killed it. No more gay, freedom rules.",UCy746FO7vFYLyiKBJDr3KDg,http://www.youtube.com/channel/UCy746FO7vFYLyiKBJDr3KDg,0,,,-0.5319
3494,UggtVFMTwd09nXgCoAEC,0.0,0,2016-09-30 22:02:01,Pablonian,I only clicked on this video cause I thought it read &quot;Fantastic Breasts and Where to find them&quot;. <br /><br /><br /><br /><br />I was disappointed.,UC5_YyPdpfzYiEvzOAdY3bmw,http://www.youtube.com/channel/UC5_YyPdpfzYiEvzOAdY3bmw,0,,,-0.4767
3495,Ugjkwncqn8HgYHgCoAEC,0.0,0,2016-09-30 22:00:08,Panda-Paku,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=0m25s"">0:25</a> So, did no one notice the jacked up CG hands on that man?",UCBiUp6ASQ9Re9tbXwhG0o-w,http://www.youtube.com/channel/UCBiUp6ASQ9Re9tbXwhG0o-w,0,,,-0.4288
3496,Ugi6R7vmujjsE3gCoAEC,0.0,0,2016-09-30 21:58:31,Alal Malal,I&#39;d like it if they didn&#39;t give him that bloody hairstyle,UCg9U9vWtEyFwCboBrf7Dx4Q,http://www.youtube.com/channel/UCg9U9vWtEyFwCboBrf7Dx4Q,0,,,-0.1027
3497,UgiYBmtVyP44o3gCoAEC,0.0,0,2016-09-30 21:49:19,Jack Carlin,OMFG I&#39;m loosing my shit over this. I&#39;m literally 11 years old again...,UC2qOyY0Do-bhQSyC9Gf5QZQ,http://www.youtube.com/channel/UC2qOyY0Do-bhQSyC9Gf5QZQ,0,,,-0.5574
3498,Ugiclatt7EGnXngCoAEC,0.0,0,2016-09-30 21:45:37,Erandi Janel Navarro Martinez,"Esto, es bellísimo... :&#39;c, Noviembre llega ya!!!",UC3Sq0DsxDNIrEBJKweVtWLw,http://www.youtube.com/channel/UC3Sq0DsxDNIrEBJKweVtWLw,0,,,0.0
3499,UghflXUpf3kwNngCoAEC,0.0,0,2016-09-30 21:40:39,Sinister Squirrel,SUCH EXITE,UCuXyWHWyuPG7cqjjineCNBA,http://www.youtube.com/channel/UCuXyWHWyuPG7cqjjineCNBA,0,,,0.0
3500,Ugg05Z5SqphlkHgCoAEC,0.0,0,2016-09-30 21:34:52,Lauren York,Next looks so much like I imagined Remus to look like,UCftsow-viq_gogys8IWwwWA,http://www.youtube.com/channel/UCftsow-viq_gogys8IWwwWA,0,,,0.6764
3501,UgjbxLr09tUHVHgCoAEC,0.0,0,2016-09-30 21:20:45,Lauren York,"I don&#39;t care if I&#39;m American I will always call them muggles, it&#39;s like my religion",UCftsow-viq_gogys8IWwwWA,http://www.youtube.com/channel/UCftsow-viq_gogys8IWwwWA,0,,,0.6908
3502,UghXoqGS1ivj7XgCoAEC,0.0,0,2016-09-30 21:20:40,ᴊ. ɢ,"OMGGG SO CAN&#39;T WAIT FOR THIS, im guessing this is the era where the wizarding world is not known to the human world yet....&quot;we were in the shadows for far too long&quot;",UCLAgv97a3_Sry7eFfr4m6tg,http://www.youtube.com/channel/UCLAgv97a3_Sry7eFfr4m6tg,0,,,0.0
3503,UghDfzWa_yTRNHgCoAEC,0.0,0,2016-09-30 21:19:18,Samuel Machale,<b>heavy breathing</b>,UCra37uhsF1IbSFeXfCOffPA,http://www.youtube.com/channel/UCra37uhsF1IbSFeXfCOffPA,0,,,0.0
3504,UghtHD9Zz7yFMngCoAEC,0.0,0,2016-09-30 21:15:40,Will Jones,"Good trailer, but oh my god that CGI was bad",UCBdULu5h3WCVa7l_qyfhZ6A,http://www.youtube.com/channel/UCBdULu5h3WCVa7l_qyfhZ6A,0,,,-0.2846
3505,UghvrlwBcCgfIHgCoAEC,0.0,0,2016-09-30 21:15:34,Daniel Saunders,after watching this vid i thought it was the Austistic beasts and where to find them,UCOuERZj-BRn7synEUpQLZSQ,http://www.youtube.com/channel/UCOuERZj-BRn7synEUpQLZSQ,0,,,0.0
3506,UgjMcipTjleFMngCoAEC,0.0,0,2016-09-30 21:09:40,ManufacturedLack,All the Beast are in Hollywood. Warner Brothers is not a gentle company.,UCIb65wuB2-zLGIzCSoRXqUA,http://www.youtube.com/channel/UCIb65wuB2-zLGIzCSoRXqUA,0,,,-0.3412
3507,Ugg0Pog2gIF1bngCoAEC,0.0,0,2016-09-30 20:50:10,JSTEEZYSNAKE,I gave this a thumbs down because I thought it said &quot;Fantastic Breasts and where to find them&quot;. This is not a tutorial on where to find fantastic breasts. I am disappointed.,UC-YKOpKyO3N678eVDIVSKog,http://www.youtube.com/channel/UC-YKOpKyO3N678eVDIVSKog,0,,,0.128
3508,UgggIKVlWT-AwHgCoAEC,19.0,98,2016-09-30 20:36:53,JasminLeblanc,"I&#39;m glad JK Rowling is expanding her world to show north america.<br />Now we just need latin america, africa and asia.",UCe6XlVs-aVxEQ_-8ro8vH6g,http://www.youtube.com/channel/UCe6XlVs-aVxEQ_-8ro8vH6g,0,,,0.6841
3509,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8LS9Js6w6l1,,0,2016-11-19 04:48:06,gabyta0507,"How can Ilvermorny be for all north america, when in north america two-three languages are spoken, are some classes in English and other on Spanish, and some others in French? lol",UCWuJCSMSYGM-d6OYTAihkyw,http://www.youtube.com/channel/UCWuJCSMSYGM-d6OYTAihkyw,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.4215
3510,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8LF3di6glf9,,0,2016-11-14 02:48:23,Alexius Fraser,and Australia wyd,UClhukaqbu430M4Zw6LtB44w,http://www.youtube.com/channel/UClhukaqbu430M4Zw6LtB44w,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3511,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8KxjfpvC9mL,,2,2016-11-06 23:58:51,Han Solo,in soviet russia wand dose not choose you you choose wand.......... dont worry i know where the bleach is,UC3x5YuVN9lClFUUaYfxsB5g,http://www.youtube.com/channel/UC3x5YuVN9lClFUUaYfxsB5g,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.3412
3512,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8KresbXpRek,,0,2016-11-04 15:21:27,ShayRose B,And Australia...,UCVhganH_zbPWVmBC2JqnslQ,http://www.youtube.com/channel/UCVhganH_zbPWVmBC2JqnslQ,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3513,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8Kpx5usMhSi,,1,2016-11-03 23:22:13,Artur Henrique,"Castelobruxo is in Brazil, located at the Amazon Rainforest, but it takes wizards from central and south america",UCEIP3OxK6_O82ulsyClmVXg,http://www.youtube.com/channel/UCEIP3OxK6_O82ulsyClmVXg,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.09
3514,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8KCCbBkkh4Z,,0,2016-10-19 03:37:34,Charlotte I,ASIA!!! PLEASE!!,UCRRDU9bzJccF5B7mVk6xu8w,http://www.youtube.com/channel/UCRRDU9bzJccF5B7mVk6xu8w,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.5374
3515,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8K4T6Y91BNQ,,1,2016-10-16 03:27:52,jofus89,Australia! Don't forget the Billywigs!,UCIE64OdegncrXoRYk_iq33g,http://www.youtube.com/channel/UCIE64OdegncrXoRYk_iq33g,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.3071
3516,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8K0cwGnxSJm,,1,2016-10-14 15:45:29,Ikraam Xersi,"Africa would be great, on pottermore it says they don't use wands and all kids learn self transfiguration at school! which is just amazing! id love an ancient egypt wizarding world :3",UCJj1OkZfLmd-epq4Xgux1Kg,http://www.youtube.com/channel/UCJj1OkZfLmd-epq4Xgux1Kg,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.9515
3517,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JoO9Vt6yGJ,,7,2016-10-09 12:17:29,The Wizard,"Raming are you kidding? What could possibly make you think that. The idea of magic in completely different cultures sounds, if anything, extremely interesting.",UC1ivE554IVQoJK2fyJ_8IFQ,http://www.youtube.com/channel/UC1ivE554IVQoJK2fyJ_8IFQ,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.5256
3518,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JfAofCTYfu,,1,2016-10-05 22:27:45,RAMING 10,that would be so damn boring in Africa or Asia...,UCNVl3c6rAfPCHZtQdO6uTFw,http://www.youtube.com/channel/UCNVl3c6rAfPCHZtQdO6uTFw,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,-0.7244
3519,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JbsHjl3w8e,,8,2016-10-04 15:39:22,Dab510,+Jurgis Tamulis With enchanted katanas,UClXMuwX4pC6By54ezsPSEBg,http://www.youtube.com/channel/UClXMuwX4pC6By54ezsPSEBg,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.3818
3520,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JYfAv1DiTS,,20,2016-10-03 00:27:53,Melanie Tong,"Not to burst anyone's bubble here, but there are schools for a majority of these places... Just not books written about them. Just look up on the Wiki Wizarding School and you'll find it. But if you're lazy to look it up. --Beauxbatons Academy of Magic: France, Belgium, Luxembourg, the Netherlands, Portugal and Spain --Durmstrang Institute: Willing to accept international students, but presumably mainly northern Europe --Hogwarts School of Witchcraft and Wizardry: Scotland, England, Ireland, Northern Ireland and Wales --Ilvermorny School of Witchcraft and Wizardry: All over North America ^ Those were mentioned in movies, But we still have. --Castelobruxo: All over South America --Koldovstoretz: Russia --Mahoutokoro School of Magic: Japan --Uagadou School of Magic: All over Africa And apparently there are 3 more that are unnamed.",UCNGCmshNCZlV7DoGbFbzL7Q,http://www.youtube.com/channel/UCNGCmshNCZlV7DoGbFbzL7Q,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0387
3521,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JXuUjWMyrt,,7,2016-10-02 17:22:25,Jurgis Tamulis,And Japanese wizards too!,UCakwaw1UKHtEQmlyZbRT7zQ,http://www.youtube.com/channel/UCakwaw1UKHtEQmlyZbRT7zQ,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3522,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JXE2PGMeWF,,11,2016-10-02 11:02:49,Angela Deng,Mr Smuggle A bunch of wizards attempting to survive in the Australian Wilderness as an angry cassowary screeches at them.,UC8SMlBmduPUIYagWNVEdOVw,http://www.youtube.com/channel/UC8SMlBmduPUIYagWNVEdOVw,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,-0.7096
3523,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JWU-8-WEQl,,11,2016-10-02 04:02:56,yrahcaz261,not to mention there's more to north american than just the US,UCMIUqvTSTXhuxIxvl1FNdAA,http://www.youtube.com/channel/UCMIUqvTSTXhuxIxvl1FNdAA,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3524,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JW0aKhT7of,,21,2016-10-01 23:46:00,Jack the Ripper,I'm just trying to imagine an Australian Harry Potter right now,UCQthnoFdxUat83EDLn9cD4Q,http://www.youtube.com/channel/UCQthnoFdxUat83EDLn9cD4Q,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3525,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JVpJw8IfUx,,11,2016-10-01 21:58:46,Zachary Roote,Antarctica,UCZFMr10BBOzT0Cr_PT6KcYA,http://www.youtube.com/channel/UCZFMr10BBOzT0Cr_PT6KcYA,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3526,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JUjOdTsZd8,,22,2016-10-01 11:47:45,Generic Name,"Still need Europe as well. Pretty much just the U.K in Harry Potter which is hardly ""European"" at all",UCK_gqlFhjwDh54Je9sacjxQ,http://www.youtube.com/channel/UCK_gqlFhjwDh54Je9sacjxQ,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.6486
3527,UgggIKVlWT-AwHgCoAEC.8JT69EP2h9J8JTgNc9l9uB,,26,2016-10-01 02:02:09,AlrtGaming,And Australia,UCm3oSSpvgqXpfQ3_sxOol-Q,http://www.youtube.com/channel/UCm3oSSpvgqXpfQ3_sxOol-Q,1,UgggIKVlWT-AwHgCoAEC,JasminLeblanc,0.0
3528,UggNgZlCuSxw53gCoAEC,0.0,0,2016-09-30 20:35:32,Helena Winkler,bay son suburban exhibit,UCmsqIXOyXz2t2Sm_o-OfHIA,http://www.youtube.com/channel/UCmsqIXOyXz2t2Sm_o-OfHIA,0,,,0.0
3529,Ugj94zin80GYgngCoAEC,0.0,0,2016-09-30 20:32:07,Dave S,can tell the dragons are CGI,UCDmsnIKQ2O8Ueu2UdG32oiw,http://www.youtube.com/channel/UCDmsnIKQ2O8Ueu2UdG32oiw,0,,,0.0
3530,UgjiKa4ddHpxzHgCoAEC,0.0,0,2016-09-30 20:31:41,iwatchmike,CHILLS I SAY. CHILLS.,UCXQ_W5hGrflAjI-dNxI9Wpw,http://www.youtube.com/channel/UCXQ_W5hGrflAjI-dNxI9Wpw,0,,,0.0
3531,UggRlohZhdGkSXgCoAEC,0.0,0,2016-09-30 20:26:47,Jasper Hope,Immmmmm so exciteddddddddd!!!!,UC3XFLn5Bel6zuKlWN1yeq_A,http://www.youtube.com/channel/UC3XFLn5Bel6zuKlWN1yeq_A,0,,,0.0
3532,Ughcf_MzC2IY13gCoAEC,0.0,0,2016-09-30 20:07:39,Thurein Soe,Of course they had to add Harry Potter music at the end.,UCXWpHs6S3SXJw0HH5-B5DqQ,http://www.youtube.com/channel/UCXWpHs6S3SXJw0HH5-B5DqQ,0,,,0.0
3533,UggJWBlxxISsZXgCoAEC,0.0,0,2016-09-30 19:49:01,your nightmare,THE SONG IN THE END <br />OH MY GOD,UCV10lCFy0sOSHPO39v7mHkA,http://www.youtube.com/channel/UCV10lCFy0sOSHPO39v7mHkA,0,,,0.4278
3534,UggV1dLBx38PGXgCoAEC,0.0,0,2016-09-30 19:48:55,Triton,"<a href=""http://www.youtube.com/watch?v=Vso5o11LuGU&amp;t=2m10s"">2:10</a> does this mean Kowalski will be Newt&#39;s brother in law? Queenie&#39;s sister, Porpentina is named as the future wife of Newt Scamander.",UCygQJuMsRk-H-jO5gYFiG3Q,http://www.youtube.com/channel/UCygQJuMsRk-H-jO5gYFiG3Q,0,,,0.0
